CIK,CCP,AccountsPayableCurrent,Assets,Liabilities,CashAndCashEquivalentsAtCarryingValue,AccountsReceivableNetCurrent,InventoryNet,LongTermDebt
1175454,CY2019Q4I,1249586000,12248541000,null,1271494000,1568961000,null,null
1179929,CY2019Q4I,null,6787000000,4827000000,2452000000,null,null,null
1260221,CY2019Q4I,265000000,18156000000,22455000000,4194000000,1025000000,1294000000,18032000000
1262039,CY2019Q4I,96400000,3879200000,2536800000,1222500000,544300000,117900000,null
1267238,CY2019Q4I,null,44291200000,38609100000,1867100000,null,null,2006900000
1274494,CY2019Q4I,218081000,7515689000,2418922000,1352741000,475039000,443513000,482892000
1278021,CY2019Q4I,null,954930000,184839000,270124000,null,null,null
1280452,CY2019Q4I,27271000,956375000,182884000,172960000,52704000,127500000,null
1281761,CY2019Q4I,null,126240000000,109945000000,4114000000,null,null,7879000000
1283699,CY2019Q4I,null,86921000000,null,1528000000,1888000000,964000000,24969000000
1285785,CY2019Q4I,680400000,19298500000,null,519100000,null,2076400000,null
1286681,CY2019Q4I,111101000,1382092000,4797851000,190615000,210260000,52955000,null
1289490,CY2019Q4I,null,8532377000,5610683000,65746000,null,null,null
1297996,CY2019Q4I,null,23068131000,12418566000,89817000,null,null,null
1300514,CY2019Q4I,149000000,23199000000,16692000000,4226000000,844000000,37000000,null
1306830,CY2019Q4I,780000000,9476000000,null,463000000,850000000,1038000000,3455000000
1316835,CY2019Q4I,436823000,3249490000,2424537000,14096000,614946000,561255000,null
1318605,CY2019Q4I,3771000000,34309000000,26199000000,6268000000,1324000000,3552000000,10402000000
1321655,CY2019Q4I,51735000,1594025000,1447436000,1079154000,50315000,null,null
1324404,CY2019Q4I,78000000,12172000000,null,287000000,null,351000000,3957000000
1324424,CY2019Q4I,null,21416000000,null,3315000000,2524000000,null,4938000000
1326160,CY2019Q4I,3487000000,158838000000,null,311000000,1994000000,null,58126000000
1326801,CY2019Q4I,1363000000,133376000000,32322000000,19079000000,9518000000,null,null
1327567,CY2019Q4I,55400000,7184100000,null,2000000000,540300000,null,null
1335258,CY2019Q4I,100237000,10975615000,null,2470362000,994606000,16106000,null
1336920,CY2019Q4I,592000000,9367000000,null,668000000,1734000000,72000000,null
1341439,CY2019Q4I,534000000,98443000000,null,24540000000,4050000000,null,null
1352010,CY2019Q4I,7831000,2244208000,648063000,936552000,null,null,null
1373715,CY2019Q4I,52960000,6022430000,3894489000,776000000,835279000,null,null
1374310,CY2019Q4I,21000000,5113900000,1758300000,229300000,234700000,null,867600000
1375365,CY2019Q4I,392537000,1807039000,805486000,309038000,360172000,704430000,null
1383312,CY2019Q4I,92700000,4384600000,3259200000,234000000,null,null,1848800000
1385157,CY2019Q4I,1433000000,19976000000,9419000000,742000000,2338000000,2003000000,null
1389170,CY2019Q4I,954800000,18815100000,null,331100000,855000000,161500000,7822400000
1390777,CY2019Q4I,null,381508000000,339780000000,4830000000,null,null,27501000000
1393311,CY2019Q4I,null,11365444000,2285777000,409743000,null,null,1902493000
1393612,CY2019Q4I,null,113996000000,102137000000,6924000000,null,null,null
1393818,CY2019Q4I,null,32585506000,17482454000,2172441000,null,null,11541598000
1396009,CY2019Q4I,null,10648800000,5026936000,271589000,532012000,458308000,2784340000
1397187,CY2019Q4I,79997000,3281354000,1329136000,null,null,518513000,null
1402057,CY2019Q4I,null,7999400000,null,154000000,3002200000,611200000,null
1403161,CY2019Q4I,133000000,74781000000,39511000000,8768000000,1661000000,null,null
1403568,CY2019Q4I,414009000,4863872000,2961778000,392325000,null,null,null
1404912,CY2019Q4I,null,60899319000,30396945000,2346713000,null,null,27151710000
1408198,CY2019Q4I,6498000,4204439000,4281153000,1506567000,499268000,null,null
1410636,CY2019Q4I,203000000,22682000000,null,60000000,294000000,null,8664000000
1413329,CY2019Q4I,2299000000,42875000000,52474000000,6861000000,3080000000,9235000000,null
1413447,CY2019Q4I,944000000,20016000000,10361000000,1045000000,667000000,1192000000,7400000000
1418135,CY2019Q4I,3176000000,49518000000,26261000000,75000000,1115000000,654000000,13174000000
1437107,CY2019Q4I,463000000,33735000000,21769000000,1552000000,null,null,15419000000
1442145,CY2019Q4I,null,7055200000,4794400000,184600000,441600000,null,3152700000
1463101,CY2019Q4I,57474000,713223000,441011000,251409000,145413000,32056000,105543000
1466258,CY2019Q4I,1381300000,20492300000,13179900000,1278600000,null,1278600000,5573400000
1467373,CY2019Q4I,1581112000,33170712000,null,5810537000,7908781000,null,null
1467858,CY2019Q4I,21018000000,228037000000,182080000000,19069000000,6797000000,10398000000,null
1474735,CY2019Q4I,261977000,2665669000,1571591000,322883000,319538000,522024000,null
1478242,CY2019Q4I,null,23251000000,16988000000,837000000,null,null,null
1489393,CY2019Q4I,null,30435000000,null,858000000,2981000000,4588000000,null
1501585,CY2019Q4I,497000000,7031000000,5443000000,75000000,318000000,null,1286000000
1506307,CY2019Q4I,914000000,74157000000,39268000000,185000000,1379000000,371000000,null
1510295,CY2019Q4I,11222000000,98556000000,55449000000,1393000000,7233000000,9804000000,null
1513761,CY2019Q4I,100777000,16684599000,10169020000,252876000,75109000,95427000,6000000000
1521332,CY2019Q4I,2463000000,13459000000,9448000000,412000000,2569000000,1286000000,null
1524472,CY2019Q4I,597000000,7710000000,4743000000,724000000,1036000000,539000000,null
1534701,CY2019Q4I,8043000000,58720000000,31551000000,1614000000,8510000000,3776000000,null
1535527,CY2019Q4I,1345000,1404906000,662299000,264798000,164987000,null,null
1539838,CY2019Q4I,null,23531000000,8625000000,123000000,429000000,37000000,5371000000
1543151,CY2019Q4I,272000000,31761000000,16578000000,10873000000,1214000000,null,5791000000
1551152,CY2019Q4I,1452000000,89115000000,null,39924000000,5428000000,1813000000,67233000000
1551182,CY2019Q4I,2114000000,32805000000,null,370000000,null,2805000000,8067000000
1555280,CY2019Q4I,301000000,11545000000,8837000000,1934000000,1086000000,1410000000,null
1559720,CY2019Q4I,null,null,null,2013547000,null,null,null
1564708,CY2019Q4I,375000000,16282000000,null,1272000000,1570000000,358000000,1201000000
1571949,CY2019Q4I,null,94493000000,77129000000,841000000,988000000,null,7819000000
1571996,CY2019Q4I,20065000000,118861000000,115077000000,9302000000,12484000000,3281000000,52056000000
1579241,CY2019Q4I,221000000,2967200000,2206800000,355300000,null,269900000,null
1585689,CY2019Q4I,303000000,14957000000,15429000000,538000000,1261000000,null,null
1590895,CY2019Q4I,62000000,5641000000,4524000000,206000000,54000000,18000000,2597303000
1590955,CY2019Q4I,5051000,2486917000,1960289000,133667000,9298000,1158000,32633000
1596532,CY2019Q4I,92105000,4185290000,1290604000,1111286000,391987000,243825000,null
1596783,CY2019Q4I,243400000,6195300000,3872600000,188900000,681000000,249600000,null
1601046,CY2019Q4I,224000000,6841000000,3714000000,1691000000,670000000,737000000,null
1601712,CY2019Q4I,null,104826000000,89738000000,12147000000,null,null,19866000000
1604778,CY2019Q4I,239180000,6519503000,2180126000,1097724000,409835000,479885000,1568554000
1609711,CY2019Q4I,72300000,6301200000,null,null,30200000,null,null
1613103,CY2019Q4I,1945000000,92822000000,40869000000,3709000000,6248000000,4122000000,null
1618921,CY2019Q4I,15401000000,90807000000,null,811000000,7435000000,10536000000,null
1633917,CY2019Q4I,232000000,51333000000,34404000000,7349000000,435000000,null,null
1637459,CY2019Q4I,null,101450000000,49701000000,2279000000,1973000000,2721000000,null
1645590,CY2019Q4I,5332000000,52244000000,null,3171000000,2864000000,2560000000,null
1652044,CY2019Q4I,5561000000,275909000000,74467000000,18498000000,25326000000,999000000,4685000000
1659166,CY2019Q4I,null,17439000000,null,1205200000,890700000,416200000,6326200000
1666700,CY2019Q4I,2299000000,69349000000,27793000000,1540000000,2047000000,2897000000,-15608000000
1679273,CY2019Q4I,406000000,3466800000,null,23800000,399700000,636000000,null
1682852,CY2019Q4I,7090000,1589422000,414612000,236000000,5369000,0,null
1687229,CY2019Q4I,null,17392910000,9126832000,92258000,null,null,8467485000
1692819,CY2019Q4I,947000000,26616000000,18656000000,300000000,1365000000,469000000,null
1699150,CY2019Q4I,322900000,4628400000,2758500000,505500000,459100000,502500000,null
1701605,CY2019Q4I,4268000000,53369000000,null,null,null,4608000000,null
1705696,CY2019Q4I,null,13265619000,5216630000,1101893000,null,null,4791563000
1707925,CY2019Q4I,3266000000,86612000000,34977000000,2700000000,4322000000,1697000000,12224000000
1711269,CY2019Q4I,528800000,25975900000,null,23200000,228500000,null,null
1725057,CY2019Q4I,43200000,6085700000,4203400000,281300000,null,null,null
1730168,CY2019Q4I,985000000,81006000000,56610000000,6444000000,3651000000,944000000,44663000000
1739940,CY2019Q4I,5090000000,155774000000,110395000000,4619000000,null,2661000000,null
1744489,CY2019Q4I,null,200948000000,null,6833000000,null,1571000000,null
1748790,CY2019Q4I,2075800000,16832600000,11429700000,673800000,1669100000,1891800000,null
1751788,CY2019Q4I,null,60524000000,null,2367000000,4844000000,6214000000,16410000000
1754301,CY2019Q4I,null,20450000000,null,null,2733000000,1544000000,6753000000
1755672,CY2019Q4I,3702000000,42397000000,null,1764000000,4225000000,5032000000,null
1757898,CY2019Q4I,139808000,5335581000,1939515000,199230000,544405000,252046000,1136964000
1781335,CY2019Q4I,1331000000,9687000000,7361000000,1446000000,2861000000,571000000,5000000
1783180,CY2019Q4I,1701000000,22406000000,7971000000,952000000,null,1332000000,319000000
1792044,CY2019Q4I,null,31255500000,19371700000,475600000,3058800000,2670900000,null
1841666,CY2019Q4I,null,18107000000,null,null,null,null,null
1868275,CY2019Q4I,null,null,null,303000000,null,null,null
1932393,CY2019Q4I,null,null,null,null,null,null,null
1944048,CY2019Q4I,null,null,null,null,null,null,null
1964738,CY2019Q4I,null,null,null,null,null,null,null
1967680,CY2019Q4I,null,null,null,null,null,null,null
1996810,CY2019Q4I,null,null,null,null,null,null,null
1996862,CY2019Q4I,null,null,null,null,null,null,null
2005951,CY2019Q4I,null,null,null,null,null,null,null
2011286,CY2019Q4I,null,null,null,null,null,null,null
2012383,CY2019Q4I,null,null,null,null,null,null,null
1800,CY2020Q1I,null,66777000000,null,3377000000,5292000000,4568000000,null
2488,CY2020Q1I,653000000,5864000000,null,1330000000,1691000000,1056000000,null
2969,CY2020Q1I,null,19501200000,7777500000,2220100000,1399400000,399700000,null
4127,CY2020Q1I,169500000,4981900000,839100000,912400000,null,648900000,null
4281,CY2020Q1I,1799000000,18465000000,13668000000,2591000000,1290000000,2512000000,7086000000
4447,CY2020Q1I,431000000,20717000000,12539000000,2080000000,null,230000000,null
4904,CY2020Q1I,1593400000,77724000000,57598300000,1554600000,1741500000,null,27892700000
4962,CY2020Q1I,null,186000000000,165054000000,null,null,null,52588000000
4977,CY2020Q1I,null,151616000000,125214000000,4148000000,null,null,null
5272,CY2020Q1I,null,510477000000,448634000000,null,null,null,25268000000
6281,CY2020Q1I,194211000,21350938000,null,784937000,588244000,590268000,null
6951,CY2020Q1I,1062000000,21815000000,12791000000,5281000000,2625000000,3725000000,null
7084,CY2020Q1I,3440000000,48395000000,null,4734000000,2437000000,8830000000,null
8670,CY2020Q1I,115500000,43383400000,37892700000,1705000000,2620600000,null,null
8818,CY2020Q1I,1030800000,6260900000,null,742000000,1222500000,723300000,null
9389,CY2020Q1I,2613000000,16545000000,13845000000,801000000,1417000000,1354000000,7481000000
10456,CY2020Q1I,null,19075000000,11345000000,4110000000,null,1694000000,null
10795,CY2020Q1I,null,53516000000,null,2351000000,2160000000,2793000000,null
11544,CY2020Q1I,null,26089929000,20552385000,965012000,null,null,null
12927,CY2020Q1I,14963000000,143075000000,152435000000,15039000000,3211000000,null,null
14272,CY2020Q1I,3069000000,129285000000,79308000000,15817000000,7200000000,2836000000,46105000000
14693,CY2020Q1I,null,5766000000,3791000000,675000000,570000000,1685000000,2269000000
16732,CY2020Q1I,993000000,12718000000,10137000000,1242000000,null,731000000,null
16918,CY2020Q1I,557600000,27323200000,14848900000,81400000,null,1373600000,11945700000
18230,CY2020Q1I,5769000000,75894000000,61655000000,null,7834000000,11748000000,null
19617,CY2020Q1I,null,3138530000000,2878169000000,null,null,null,null
20286,CY2020Q1I,null,23367000000,15325000000,486000000,null,null,788000000
21076,CY2020Q1I,null,5850000000,5155000000,496000000,726000000,457000000,null
21344,CY2020Q1I,null,94013000000,null,13561000000,4430000000,3558000000,36736000000
21665,CY2020Q1I,1216000000,15070000000,14729000000,854000000,1551000000,1301000000,null
23217,CY2020Q1I,1357400000,22202100000,14338200000,99000000,null,1646500000,10020000000
24545,CY2020Q1I,null,28461100000,15515100000,666100000,637800000,681500000,8422400000
24741,CY2020Q1I,1250000000,27859000000,15572000000,null,1708000000,2347000000,null
26172,CY2020Q1I,2648000000,20076000000,12058000000,1691000000,null,3579000000,null
27419,CY2020Q1I,9625000000,44806000000,null,null,null,8584000000,null
27904,CY2020Q1I,3337000000,68738000000,null,5967000000,null,null,null
29534,CY2020Q1I,2954361000,24848313000,null,2673912000,null,4107331000,3967801000
29905,CY2020Q1I,947006000,8944253000,null,508907000,1222154000,852075000,null
29989,CY2020Q1I,9387200000,23675900000,null,2692500000,6690500000,null,null
31462,CY2020Q1I,1279500000,22339600000,13479000000,1661900000,2855900000,1529700000,null
31791,CY2020Q1I,233227000,6384396000,3624650000,195146000,626150000,393164000,null
32604,CY2020Q1I,1521000000,21711000000,null,2583000000,2641000000,2058000000,null
33185,CY2020Q1I,170900000,7622800000,5193000000,369900000,605500000,null,null
33213,CY2020Q1I,692268000,18634517000,9000639000,18651000,441137000,null,null
34088,CY2020Q1I,null,355804000000,167061000000,11412000000,null,null,null
34903,CY2020Q1I,null,7759914000,5000772000,994688000,null,null,null
35527,CY2020Q1I,null,185391000000,163518000000,null,null,null,16282000000
36104,CY2020Q1I,null,542909000000,490747000000,null,null,null,52298000000
36270,CY2020Q1I,null,124577833000,108762039000,null,null,null,6321435000
37785,CY2020Q1I,838400000,10189200000,null,436200000,null,1062700000,3595700000
37996,CY2020Q1I,null,264150000000,234452000000,25971000000,6625000000,11312000000,null
38777,CY2020Q1I,null,14666200000,3703600000,6035800000,null,null,697200000
40533,CY2020Q1I,2788000000,53710000000,null,5330000000,3547000000,6852000000,null
40545,CY2020Q1I,15212000000,262021000000,225162000000,null,16925000000,15457000000,null
40704,CY2020Q1I,2931500000,30248700000,21850000000,606900000,null,1542100000,null
40987,CY2020Q1I,null,14451355000,null,354469000,null,3698928000,null
45012,CY2020Q1I,2640000000,23622000000,16779000000,null,null,3220000000,null
46080,CY2020Q1I,308500000,10424400000,7633900000,1237900000,963800000,444400000,5156290000
47111,CY2020Q1I,531928000,8855443000,7180902000,null,705639000,832193000,4242217000
47217,CY2020Q1I,14195000000,33773000000,null,4054000000,5146000000,6354000000,null
48465,CY2020Q1I,502133000,8395181000,null,606073000,536009000,1048992000,null
48898,CY2020Q1I,358400000,4959100000,3030600000,300000000,null,595700000,null
49071,CY2020Q1I,null,34633000000,22278000000,6054000000,null,null,null
49196,CY2020Q1I,null,113897000000,102128000000,null,null,null,9796000000
49826,CY2020Q1I,488000000,14149000000,null,1430000000,null,1185000000,null
50863,CY2020Q1I,4638000000,147710000000,null,11380000000,8455000000,9246000000,39919000000
51143,CY2020Q1I,4172000000,153403000000,133275000000,11218000000,6927000000,1786000000,null
51253,CY2020Q1I,456156000,12689076000,null,433000000,null,1075913000,null
51434,CY2020Q1I,2379000000,33215000000,null,1239000000,null,2002000000,null
51644,CY2020Q1I,5559500000,16428900000,13698900000,1554000000,3661500000,null,null
52988,CY2020Q1I,1030263000,13134613000,null,1655879000,null,null,null
55067,CY2020Q1I,2329000000,18240000000,null,1016000000,1748000000,1189000000,7200000000
